stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0300BPS,BP/Dandora Inn/Shell,-1.254669,36.894599,,
0300DSC,Dandora Secondary School,-1.251148582,36.89890265,,
0300E2S,Sector 2,-1.267547607,36.91185236,,
0300ENG,Majengo,-1.283915967,36.84353918,,
0300EQT,Equity Ngara,-1.278382,36.830223,0,
0300FM,FM,-1.269350052,36.8405807,,
0300FTY,Stage 41/Cinema,-1.249061823,36.90123081,,
0300GER,Gertrudes,-1.26675,36.911144,,
0300GHT,Gate 8,-1.26878,36.912987,,
0300IDA,Chai Road,-1.269889354,36.83874607,,
0300JAS,Junction Auto Spares,-1.259533167,36.87423706,,
0300KAR,Kariokor DC/Starehe,-1.277820468,36.83493197,,
0300KRE,Kariokor Estate,-1.278406,36.835811,,
0300KRG,Kariobangi Terminal,-1.2554,36.878468,,
0300LSE,Mowlem Heights,-1.254630089,36.91026449,,
0300MAA,Mamba,-1.269071102,36.84166968,,
0300MAR,Imara Primary,-1.271367073,36.91913724,,
0300MF,FM,-1.269394487,36.84032589,,
0300MIA,Masimba,-1.278238893,36.90805167,,
0300MLG,Mlango Kubwa,-1.267418861,36.84371352,,
0300MSB,Maili Saba,-1.254447,36.911404,,
0300MUT,36 Stage/Mutarakwa Road,-1.26148,36.886445,,
0300NFI,Infill B,-1.265809536,36.90701365,,
0300NGE,New Ngara Estate,-1.27975,36.831313,,
0300NME,Stage 41/Cinema,-1.248333692,36.90292597,,
0300NRG,Nigeria,-1.266320676,36.84835106,,
0300OBI,Kiboro,-1.266068548,36.85360283,,
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965,,
0300OPE,Mathare Worship/OiLibya,-1.265932918,36.85148656,,
0300PST,Posta,-1.276744,36.827354,,
0300R0D,Rounda,-1.264304,36.908472,,
0300RND,Rounda,-1.262510419,36.87836766,,
0300SAU,Junction Autospares,-1.26065585,36.87414587,,
0300UIH,Huruma Baptist,-1.257554412,36.87450528,,
0300UJT,Koma Junction,-1.265444756,36.90466136,,
0300UNE,Tushauriane,-1.266433364,36.91608489,,
0300ZII,Riziki Academy,-1.280770898,36.83852881,,
0300ZIN,Ziwani,-1.27959913,36.83720112,,
0300ZWN,Ziwani,-1.279070377,36.8366003,,
03014HM,K Mall/Phase 4,-1.266399622,36.9055599,,
0301ACC,AIC Church,-1.256619,36.89799,,
0301AIC,AIC Church,-1.256840229,36.89734697,,
0301AIZ,AIC Ziwani,-1.2796,36.837297,,
0301ALB,Amana/Jay Community,-1.266201138,36.84903502,,
0301ASN,Nasra,-1.278496385,36.89960808,,
0301ASP,Posta,-1.246273756,36.9058013,,
0301AUN,Dunia,-1.254611491,36.89359188,,
0301AWB,Kwa Mbao,-1.261723369,36.88488275,,
0301BAS,Base/Moi Forces Secondary School,-1.261668205,36.87157631,,
0301BHS,BH,-1.26582,36.857434,,
0301EGG,Garage,-1.272053719,36.88151121,,
0301FLT,Flats,-1.261775494,36.87243462,,
0301FM,FM,-1.269270301,36.84083819,,
0301GEE,Garage Stage,-1.279173821,36.85001403,,
0301ICH,Kwa Chief,-1.262082785,36.8673116,,
0301IDB,Bridge,-1.271688938,36.88144416,,
0301III,AIC Ziwani,-1.279724836,36.83740765,,
0301IRA,Kariokor Estate,-1.278324723,36.8358171,,
0301JUN,Saika Junction,-1.259587,36.912356,,
0301KDC,Kariokor DC/Starehe,-1.277831197,36.83524847,,
0301KMB,Karambe,-1.26688242,36.84544086,,
0301LJH,Shujaa Mall,-1.280910373,36.90560013,,
0301LLS,Danmills,-1.256904602,36.90488935,,
0301MAP,Mathare Worship/OiLibya,-1.265889,36.85133,,
0301MBK,Karambe,-1.26688242,36.84569836,,
0301MBP,Mamba,-1.268920898,36.84192181,,
0301MF,FM,-1.26927495,36.84076846,,
0301MJA,Meja,-1.26383695,36.86103255,,
0301MLG,Mlango Kubwa,-1.267348,36.843678,,
0301MOH,Dandora Secondary School,-1.251423597,36.89833403,,
0301MSB,Maili Saba,-1.254436,36.911444,,
0301MTS,Mother Teresa Road,-1.257648,36.874272,,
0301MYA,MYSA,-1.26052022,36.9099775,,
0301NGE,New Ngara Estate,-1.27906,36.830823,,
0301NUN,Junction,-1.257394284,36.92254096,,
0301OIO,Motito,-1.2532382,36.89702511,,
0301OSK,Rocks,-1.272890568,36.91107184,,
0301PST,Posta,-1.276317,36.826705,,
0301RDR,Rounder,-1.262059808,36.87932253,,
0301ROD,Rounda,-1.264495254,36.90829575,,
0301/RR,Garrisa/Eastleigh,-1.271164655,36.84863806,,
0301SNT,St. Teresa,-1.266469359,36.84768856,,
0301.ST,St.,-1.250114769,36.95165366,,
0301TAO,Total,-1.269822121,36.88099623,,
0301TOT,Total/Equity,-1.277900934,36.82998598,,
0301TTS,St. Teresa,-1.26646015,36.84768319,,
0301TUJ,Jay Community,-1.26619041,36.84930593,,
0301URE,Slaughter,-1.254615515,36.93104893,,
0301WAI,Ziwani,-1.278979182,36.83655739,,
0301WTE,Twisters,-1.256723732,36.92509979,,
0301YAM,Mayaka,-1.266753674,36.88020498,,
0302RND,Rounda,-1.262419224,36.87848568,,
0303GKM,Gikomba Market,-1.284048557,36.84055388,,
0303KND,Kanisani/Komarocks Phase 2,-1.26901,36.91362,,
0303KRG,Kariobangi Terminal,-1.255571,36.878086,,
0303KST,Kariobangi Terminal,-1.255300641,36.87857151,,
0303PGT,Pangani Terminal,-1.265042424,36.83852613,,
03106SE,36 Stage/Mutarawka Rd,-1.261405349,36.886307,,
0310AAA,Garrissa Road,-1.273298264,36.84901357,,
0310ACC,AIC,-1.256659,36.897995,,
0310ADA,Adam,-1.252770156,36.95882589,,
0310AE.,St. Teresa,-1.266748309,36.84679806,,
0310AEA,Karambe,-1.266937584,36.84578151,,
0310AMB,Mamba,-1.269012809,36.84180379,,
0310ANS,Naivas,-1.28005743,36.90106988,,
0310BAO,Kwa Mbao,-1.261877,36.883988,,
0310BH,BH,-1.265987277,36.8577683,,
0310CHF,Kwa Chief,-1.262392,36.866339,,
0310DUN,Dunia,-1.255699,36.893,,
0310EAS,St Teresa,-1.266946793,36.84782267,,
0310ENA,Jestan,-1.24669075,36.90515757,,
0310EQT,Equity,-1.252438,36.897528,,
0310FLT,Flats,-1.261518002,36.86983287,,
0310FRC,Moi Airforces Stage,-1.265825629,36.85876608,,
0310GEG,Garage,-1.279392242,36.84970289,,
0310GTR,Gate 3A,-1.266197,36.910637,,
0310HAA,Johnsaga,-1.262124896,36.87444091,,
0310IES,Seniors,-1.260500282,36.88973218,,
0310IKE,KIE,-1.273676633,36.8256011,,
0310IKK,Kariokor,-1.279526353,36.8335399,0,
0310JAK,Koja,-1.281126469,36.82275742,0,0002KOJ
0310JAY,Jay Community,-1.266222596,36.84930325,,
0310JMT,Umoja 2 Market,-1.27974093,36.89740598,,
0310JNH,Johnsaga,-1.262129545,36.87400639,,
0310JST,Johnsaga,-1.26190424,36.8740654,,
0310JUN,Saika Junction,-1.259552,36.912367,,
0310LBW,Mathare Worship/OiLibya,-1.265927553,36.85128272,,
0310LMH,Shujaa mall,-1.28102839,36.90559745,,
0310MBO,Kwa Mbao,-1.254903674,36.90995336,,
0310MPP,Mowlem Police Post,-1.25667,36.905902,,
0310MSB,Maili Saba D,-1.254506,36.910782,,
0310NPI,Patanisho,-1.2802881,36.9113481,,
0310OGP,Ogopa Stage,-1.256158,36.90881,,
0310OSO,Soko,-1.262140274,36.88179016,,
0310OYT,Thayo,-1.262593925,36.86569154,,
0310PGG,Pangani Girls' School/Chai Road,-1.270181537,36.83751225,,
0310PGP,Pangani Police Post,-1.270299554,36.83567226,,
0310PHI,OiLibia/Worship Center,-1.265944362,36.85139537,,
0310PSE,Phase 4 Stage,-1.266817,36.906195,,
0310RIS,Wamwaris,-1.261084,36.888065,,
0310SEN,Seniors,-1.260172,36.890758,,
0310SKA,Saika,-1.256804,36.907785,,
0310SNT,St. Teresa,-1.26655519,36.84740424,,
0310STP,Posta,-1.245532036,36.90676689,,
0310TAO,Thayo,-1.26291275,36.86436117,,
0310TEN,Number 10,-1.263894439,36.86114252,,
0310TOE,Mowlem Police Post,-1.256797314,36.90077484,,
0310TON,Tononoka,-1.257512,36.90233,,
0310TOT,Total,-1.258177,36.893397,,
0310TUA,Thawabu Primary,-1.27771318,36.91569865,,
0310UYU,Muyuyu,-1.271332562,36.85035467,,
0310WSJ,Kwa Jose,-1.26605165,36.855129,,
0310YAO,Day to Day,-1.274941206,36.8495822,,
0311AG1,Stage 41,-1.248204946,36.90271139,,
0311AGP,Agip/Olympic,-1.263910532,36.86083674,,
0311ASV,Naivas,-1.269891858,36.91333294,,
0311AUL,Huruma Flats,-1.261518002,36.869452,,
0311BAO,Kwa Mbao,-1.261797,36.88445,,
0311BET,Bethany,-1.250111,36.905767,,
0311CHF,Kwa Chief,-1.262059808,36.86740279,,
0311CIN,41 Stage,-1.252140999,36.90281868,,
0311DIZ,Kwa Mandazi,-1.254192,36.90031,,
0311DTB,Bee Center/ Roundabt,-1.282739639,36.90278649,,
0311ENA,Sosian Estate,-1.281377077,36.90535605,,
0311EPC,PCEA Kayole,-1.270680428,36.91300035,,
0311ESL,Shule,-1.268368363,36.99223816,,
0311FOR,Moi Forces Stage,-1.265525222,36.85909331,,
0311FTY,Cinema,-1.25074625,36.90485716,,
0311GAM,Mwangaza,-1.273444623,36.91087872,,
0311GHS,Eastleigh,-1.279612899,36.84794068,,
0311GIO,Rail Crossing,-1.257070899,36.90164655,,
0311INP,Pangani,-1.263631582,36.83760613,,
0311ION,Huruma Police Station,-1.260638237,36.87404394,,
0311ISN,Naivas,-1.269829005,36.91330343,,
0311JOD,Joada/Ogopa,-1.256726,36.907904,,
0311JSG,Johnsaga,-1.261941791,36.87395275,,
0311JUA,Jua Kali/Wamilebe,-1.246175766,36.90839767,,
0311KAR,Kariokor,-1.278042,36.833852,,
0311KEW,Kwa Jose,-1.265884638,36.85350895,,
0311MAI,Cinema,-1.25019443,36.8997395,,
0311MAN,Amana/Jay Community,-1.266112804,36.84904575,,
0311MBS,Masimba,-1.274378031,36.91058367,,
0311MNA,Amana,-1.266152859,36.84933811,,
0311NJO,Kiamaiko Junction,-1.256271601,36.87679052,,
0311NNE,Marigo Nne,-1.254787,36.899631,,
0311NNU,Guru Nanak,-1.269485682,36.83166593,,
0311OTG,Gate Ndogo,-1.25900209,36.91234052,,
0311PGG,Pangani Girls' School/Chai Road,-1.269865036,36.83823109,,
0311PGP,Pangani Police Post,-1.270257,36.835758,,
0311PQZ,Qwema plaza,-1.279778481,36.90616071,,
0311PSE,Phase 4,-1.266779,36.906209,,
0311.RE,St. Teresa,-1.266437173,36.8476671,,
0311RIS,Wamwaris,-1.261081,36.887801,,
0311RSA,Car Wash,-1.251675814,36.95511371,,
0311RTO,Kenol Petrol Station,-1.272629231,36.91129178,,
0311SAN,Naivas/Summer,-1.280062795,36.90116912,,
0311SAS,Hass,-1.262724996,36.86542064,,
0311SBE,Phase 5B,-1.265761256,36.9070673,,
0311SEN,Seniors/New Jerusalem,-1.260132,36.890638,,
0311SOK,Soko,-1.262113,36.881741,,
0311TEN,Number 10,-1.262975,36.863945,,
0311THY,Thayo,-1.262537241,36.86572909,,
0311TON,Tononoka,-1.257539,36.90247,,
0311TOT,Total,-1.258218884,36.89343095,,
0311WAK,Kwa Mandizi,-1.254234642,36.96483403,,
0311WMI,Pumwani Hospital,-1.279858947,36.84678197,,
0312BSK,Bus Station,-1.286348,36.829349,0,0006BSS
0312EST,Eastleigh Terminal,-1.272252202,36.85048342,,
0312GKM,Gikomba Market,-1.284126,36.840649,,
0312NGR,Ngara,-1.275796,36.824732,,
0312SOK,Soko,-1.262070537,36.88188672,,
0313DDS,Dandora Terminal,-1.245059,36.90846,,
0313EST,Eastleigh Terminal,-1.27225,36.848948,,
0313JST,Johnsaga,-1.262041,36.874019,,
0313RND,Rounda,-1.262389,36.878748,,
04001ES,Step 1,-1.264604062,36.91691369,,
04001LV,First Love,-1.28248,36.89671,,
040056_,56,-1.265119046,36.88655108,,
0400AAS,Naivas,-1.294698447,36.87670738,,
0400ACS,Solace,-1.258579856,36.91663206,,
0400AFP,Pefa,-1.299487352,36.88998699,,
0400ALF,Supa Loaf,-1.268294817,36.90245926,,
0400AOS,Isiolo Road,-1.308322549,36.84412122,,
0400AP1,Avenue Park 1,-1.313767433,36.89343095,,
0400AP2,Avenue Park 2,-1.311460733,36.89200938,,
0400ARR,Umoja 1 Primary,-1.281800866,36.88670397,,
0400.AS,S.K.A.,-1.295898557,36.83969289,,
0400AZS,Mwangaza SDA,-1.273707479,36.91088676,,
0400BDC,Dc Bahati Office,-1.291113,36.857319,,
0400BEC,Bee Centre,-1.283356547,36.90285623,,
0400BER,Bee Centre/Roundabt,-1.282707453,36.90243244,,
0400BFA,Bifa,-1.29074,36.88251,,
0400BFR,Biafra,-1.286574,36.851751,,
0400BHC,Bahati Clinic,-1.290378571,36.85900748,,
0400BKB,Kiambiu,-1.278662682,36.87269747,,
0400BNB,Kobil,-1.328943372,36.89176798,,
0400BPS,Buru Roundabout,-1.277407408,36.87764347,,
0400BRB,Neighbours,-1.277691722,36.87609315,,
0400BSA,Busia Road,-1.310838461,36.8478173,,
0400CBN,Cabanas,-1.335820556,36.8922776,,
0400CHK,Chokaa,-1.250805259,36.95283651,,
0400CIN,Nacico,-1.288915604,36.83978945,,
0400CKC,KCC,-1.275794274,36.88840449,,
0400CKW,Kwa DC,-1.297709477,36.86717749,,
0400CLT,Caltex,-1.301525831,36.88736916,,
0400CLX,Caltex,-1.278657317,36.88319027,,
0400CMT,Chemist,-1.319169402,36.89682126,,
0400CNK,Centy Club,-1.233871,36.990191,,
0400CNR,Corner,-1.269494891,36.88159704,,
0400CNT,Connection,-1.321095228,36.89809799,,
0400CRN,Crown,-1.314108,36.852687,,
0400CRS,Crescent,-1.306163,36.88208,,
0400CST,Cathsam,-1.28459,36.89394,,
0400CSV,Mahutini/Southend,-1.269586086,36.88275039,,
0400CTB,Country Bus,-1.286757588,36.83513582,,
0400CTE,Caltex,-1.278651953,36.88328147,,
0400CWN,Crown,-1.307351589,36.85634673,,
0400DAA,Daraja,-1.316336989,36.86189622,,
0400DC,DC,-1.296924716,36.86363697,,
0400DNB,Doni Beach,-1.304934,36.883006,,
0400DNE,Dune,-1.269948,36.994619,,
0400DSP,Dayspring,-1.263539,36.887485,,
0400EAM,Cinema,-1.254009336,36.89589053,,
0400EES,St. James/Southern Bypass,-1.324034929,36.84516728,,
0400EIH,White House,-1.292953491,36.88602269,,
0400ELO,Nile Junction,-1.297733188,36.86740011,,
0400ENA,Nasra Stage,-1.27047658,36.90050393,,
0400EPA,Epren Academy,-1.29582,36.89553,,
0400ERE,Getrudes,-1.26669234,36.91084921,,
0400ESH,Phase 2,-1.268019676,36.91191137,,
0400EST,East Capital,-1.275336742,36.89150512,,
0400ETR,Bee Center,-1.283599466,36.90161973,,
0400EUL,Shule,-1.268600589,36.99248493,,
0400EXP,Express,-1.314765,36.85437,,
0400FAH,Fedha,-1.314427257,36.89381182,,
0400FDA,Fedha,-1.314711571,36.89403713,,
0400FDE,Fedha Estate,-1.313642,36.895661,,
0400FDS,Friends Centre,-1.293532848,36.86470985,,
0400FNN,Friends Inn,-1.265337467,36.88618362,,
0400FSX,56,-1.264897585,36.88704193,,
0400GAM,Stage mpya,-1.312631696,36.89277381,,
0400GAO,Mogas,-1.297627455,36.87245071,,
0400GGE,Garage,-1.277487874,36.87710702,,
0400GMT,General Motors,-1.325933933,36.87072337,,
0400GNS,Green Span Estate,-1.28595829,36.90415978,,
0400GPM,N,-1.2857759,36.88759446,,
0400GRS,Grand Supermaket,-1.283667684,36.89423561,,
0400HAJ,Shujaa Mall/Sosian Estate,-1.281056732,36.90553576,,
0400HAW,Car Wash,-1.291440725,36.90125227,,
0400HCC,Hillocks Country Club,-1.319164,36.865314,,
0400HDH,Hodihodi,-1.29309,36.866034,,
0400H/M,Southfield/Nakumatt,-1.330114245,36.89019513,,
0400HMN,Harmony/Pioneer,-1.265777349,36.87992871,,
0400HNB,Hornbill,-1.27876,36.888656,,
0400HRB,Harambee,-1.283695,36.873042,,
0400HRS,Harambee Sacco,-1.292744279,36.8991065,,
0400HRU,Uchumi Jogoo road,-1.296225786,36.86018765,,
0400IAC,Nacico,-1.28891024,36.83978945,,
0400IAK,Park Inn,-1.320333481,36.8979156,,
0400IBO,Kobil,-1.277923948,36.87480032,,
0400IEA,Mawe Mbili,-1.263300544,36.97978199,,
0400IGM,Dayspring Market,-1.264328957,36.88785195,,
0400IIA,OiLibya,-1.297770739,36.85511023,,
0400ILC,Civil,-1.263976425,36.88767761,,
0400IND,Industrial Area,-1.30012,36.83574,,
0400INR,Kenol Petrol Station,-1.284016371,36.88041419,,
0400IOI,Kioi,-1.277087063,36.9160822,,
0400IOR,Simba Court,-1.329807043,36.8549788,,
0400IRJ,New Njiru,-1.249476439,36.94231689,,
0400IWK,Kwa Maji,-1.27112335,36.89993799,,
0400JMC,M,-1.285067797,36.88740671,,
0400JNC,Junction,-1.26347,36.92213,,
0400JNT,Junction,-1.27849102,36.88909113,,
0400JNV,Jana Villa,-1.289892,36.852357,,
0400JSC,Jerusalem Shopping Centre,-1.286124587,36.86716676,,
0400JSF,House of Manji,-1.309711933,36.85724258,,
0400JSK,Jeska,-1.287991405,36.89165533,,
0400KAG,KAG Bahati,-1.288924813,36.86226368,,
0400KBE,Kobe,-1.227264,36.990311,,
0400KBL,Kobil,-1.328278,36.892562,,
0400KCB,KCB,-1.259275675,36.87918305,,
0400KCU,Cooperative Umoja,-1.28468,36.88505,,
0400KDO,Kwa DO,-1.27476275,36.91045225,,
0400KFW,Kwa Chief,-1.267858744,36.88544869,,
0400KHE,Bao Kithe,-1.269543171,36.88111424,,
0400KIN,JackNice,-1.312132806,36.89903408,,
0400KMJ,Koma Junction,-1.265503764,36.90462649,,
0400KMK,Kamakis,-1.171282,36.972865,,
0400KNA,Kirwa,-1.287809014,36.89101696,,
0400KNP,Kenpoly,-1.304277,36.883407,,
0400KNS,Kanisani,-1.26881361,36.91386938,,
0400KOI,Kioi,-1.279145479,36.91538215,,
0400KON,Kona,-1.268641949,36.92062855,,
0400KOT,Kotini,-1.295061707,36.86240315,,
0400KPS,Kayole Police,-1.26433,36.92351,,
0400KRT,Kartasi,-1.315172911,36.85996771,,
0400KRY,Kwa Roy,-1.168246,36.967919,,
0400KSD,Kisumu Ndogo,-1.299632192,36.88978314,,
0400KSP,Kariobangi South Primary School,-1.26747787,36.88548625,,
0400KTA,Katami,-1.294339067,36.85162604,,
0400KTN,Kitindo,-1.326507926,36.89534605,,
0400KWA,Kwal,-1.306381,36.841321,,
0400KWC,Kwa Chief,-1.280111074,36.89634919,,
0400KWR,Kware,-1.30734086,36.88961148,,
0400KYB,Kampala Road,-1.311637759,36.84987187,,
0400KYJ,Kayole Junction,-1.257650256,36.92249,,
0400LBM,Bobmil,-1.331373453,36.86259627,,
0400LET,Hurlingam Stage 2,-1.252634525,36.95800781,,
0400LKN,Likoni,-1.296405,36.855267,,
0400LLE,Belleview,-1.31956256,36.8377912,,
0400LNC,Falcon Road/Kobil,-1.322473884,36.86962634,,
0400LRA,Astrid Petrol,-1.249117023,36.94894195,,
0400LTM,Mbotela,-1.296204329,36.86025202,,
0400MAE,Dar Es Salaam Road,-1.30415976,36.83893651,,
0400MAJ,Umoja 2,-1.278320879,36.90018743,,
0400MCW,Manyanja Road Car Wash,-1.28986,36.89401,,
0400MIU,Hurlingham,-1.253489023,36.9614625,,
0400MKG,Rikana/Makongeni,-1.29429996,36.85118079,,
0400MLA,Donholm Stage,-1.299353242,36.88683003,,
0400MLH,Mama Lucy Hospital,-1.2730515,36.89721823,,
0400MNL,Donholm,-1.296665668,36.88587785,,
0400MRA,Maria,-1.274258494,36.91786587,,
0400MRS,Mara Savanna,-1.298668,36.892513,,
0400MRT,Umoja Market,-1.286752224,36.8884635,,
0400MSB,Sosian Estate,-1.281468272,36.90530241,,
0400MTK,Mitikenda,-1.180882,36.987895,,
0400MTP,Metropolitan Hospital,-1.287642717,36.87448382,,
0400MTW,Mutindwa,-1.28617,36.88093,,
0400MYC,Myca,-1.260863543,36.90981925,,
0400MYK,Mayaka,-1.266860962,36.88018084,,
0400MZW,Maziwa,-1.293393373,36.84680879,,
0400N10,Number 10,-1.293189526,36.86726332,,
0400NCC,Nacico,-1.288989186,36.83971167,,
0400NKN,Kanisani,-1.309411526,36.82838202,,
0400NLI,Nobil,-1.273031563,36.91109598,,
0400NOI,Prison,-1.30135417,36.83755249,,
0400NPC,NPC Buruburu/CITAM,-1.29399,36.88053,,
0400NYD,Nyando,-1.277332306,36.91592932,,
0400NYV,Nyama Villa,-1.27618432,36.90890193,,
0400OLC,Reflector,-1.253118843,36.93444997,,
0400ONA,Raiply,-1.308156252,36.86815917,,
0400ONT,Onyatta,-1.24272,36.989463,,
0400OOJ,C,-1.277740002,36.89261556,,
0400OPS,Posta,-1.246454716,36.90544188,,
0400OSO,Sokoni,-1.267307728,36.88546747,,
0400PCK,Peacock,-1.278083324,36.89119935,,
0400PCL,Complex,-1.310446858,36.90028131,,
0400PES,Pioneer Estate,-1.271817684,36.8805027,,
0400PFS,Phase 4 Stage,-1.28923,36.88201,,
0400PH5,Phase 5,-1.29204154,36.90046906,,
0400PIO,Pioneer Estate,-1.267826557,36.8804276,,
0400PMR,Prime Rose,-1.276291609,36.91680908,,
0400POS,Post/Mihang'o,-1.265305281,36.9232893,,
0400PPL,Taj Mall,-1.32375598,36.89966977,,
0400PS1,Maringo Phase1,-1.293404102,36.86271966,,
0400PSG,Raphaels,-1.272407,36.877518,,
0400PSM,Buru 1 Primary School,-1.274135113,36.87757373,,
0400PST,Post,-1.281103492,36.91366017,,
0400PTC,Patco,-1.308478117,36.86548233,,
0400QPM,QMP,-1.252904302,36.95927918,,
0400QTY,Equity,-1.309123,36.845319,,
0400RAH,warah,-1.27821207,36.90821797,,
0400RAU,Rounda,-1.262735724,36.87837839,,
0400RBA,Homa Bay Road,-1.307587624,36.84294373,,
0400RCK,Rocks,-1.27296,36.9111,,
0400RDA,Rounda/Taj,-1.323214173,36.90067828,,
0400REN,Bee Centre,-1.282773346,36.90289646,,
0400RND,Rounda,-1.264591813,36.90834403,,
0400ROA,Road A,-1.317972,36.862809,,
0400ROD,Kwa Breakdown,-1.270263523,36.88098818,,
0400ROU,Mutarakwa Road,-1.269301772,36.881015,,
0400RPY,Tanga Road,-1.307445,36.873329,,
0400RST,Raster,-1.275374293,36.91746354,,
0400RUU,Subaru,-1.330536604,36.85629845,,
0400S3B,Sector 3B,-1.265207,36.90773,,
0400SBA,Sabasaba,-1.273008585,36.91824675,,
0400SET,Sector 3A,-1.265181899,36.90914869,,
0400SFD,Softa Road,-1.324549913,36.87071532,,
0400SIX,36 Stage,-1.262572,36.886991,,
0400SKJ,Saika Junction,-1.259639,36.912423,,
0400SLA,Stella,-1.289557815,36.8852073,,
0400SNC,Sun City,-1.285452,36.85161,,
0400SNG,Sango,-1.286537647,36.89445019,,
0400SOS,Shujaa Mall,-1.281049848,36.90559208,,
0400SP1,Step 1,-1.265112162,36.9165194,,
0400SPE,Super Highway,-1.165114,36.958521,,
0400SRY,Oyster,-1.292991042,36.89840376,,
0400STG,Stage Mpya,-1.312619448,36.89271748,,
0400STL,Stella,-1.289584637,36.88521802,,
0400SUR,Summers,-1.278689504,36.90746963,,
0400SVN,Savanna,-1.297722459,36.89374208,,
0400SWT,Soweto,-1.281355619,36.9147706,,
0400TAT,Total,-1.269779205,36.88090235,,
0400TIU,Mahutini/Southend,-1.269521713,36.88287109,,
0400TJR,Total Jogoo Road/Mogas,-1.298060417,36.86939299,,
0400TLA,Total Hamza,-1.297096342,36.87606901,,
0400TLS,Slaughter,-1.252698898,36.9355309,,
0400TMI,Tumaini/Tassia,-1.309293509,36.8906951,,
0400TMN,Tumaini,-1.297261119,36.89433217,,
0400TMW,Outer Mwisho,-1.27181232,36.879403,,
0400TNJ,Jestan,-1.247280836,36.90440387,,
0400TOO,Kenol Petrol Station,-1.283851594,36.88029617,,
0400TPK,Tetrapark,-1.314008832,36.85653448,,
0400TRN,Transami,-1.325343847,36.89726114,,
0400TSA,Tassia,-1.31038785,36.89134955,,
0400TSH,Tushauriane,-1.266624928,36.91598833,,
0400TSK,Tuskys,-1.29019618,36.90194964,,
0400TSX,Junction 30 Stage,-1.261387,36.886382,,
0400TTP,Total Petrol Station,-1.2698704,36.88097477,,
0400TUI,Equity,-1.326615214,36.84960902,,
0400TUY,Tuskys,-1.307043,36.876106,,
0400TYO,Joystar,-1.286950707,36.88913405,,
0400UAU,Lunga Lunga Square,-1.309245229,36.8607375,,
0400UCB,Uchumi Buruburu,-1.28808,36.88157,,
0400UFD,Uhuru Fields,-1.285164356,36.86814845,,
0400UJJ,Umoja Junction,-1.27826035,36.89048588,,
0400UJN,Uhuru Junction,-1.281881332,36.87142074,,
0400UJR,Uchumi Jogoo Road,-1.296231151,36.86021984,,
0400UM1,Umoja 1/Jasho Stage,-1.284155846,36.88728869,,
0400UM2,Umoja 2,-1.279338598,36.89818919,,
0400UMA,Umoja 3,-1.274334311,36.89458966,,
0400UMD,Umoja Dispensary,-1.282600164,36.88680053,,
0400UMJ,Cherina,-1.276286244,36.88646793,,
0400UMM,Umoja Market/ Cooperative Umoja/ Jasho Stage,-1.283683777,36.88715458,,
0400UMP,Umoja PCEA,-1.280541,36.886606,,
0400UOJ,Umoja 3,-1.27435661,36.89427316,,
0400URH,Muthurwa,-1.286457181,36.83437943,,
0400USM,Summers,-1.278743148,36.90739185,,
0400USS,Uhuru Secondary School,-1.283791,36.869433,,
0400VAN,Naivas,-1.294675469,36.87687099,,
0400VNA,Viwandi,-1.307866573,36.85639769,,
0400VPK,KMall,-1.266442537,36.90558672,,
0400VSP,Visa Place,-1.277917027,36.89503491,,
0400WKM,Welkim,-1.266918,36.989741,,
0400YAA,Mayaka,-1.266775131,36.88017547,,
0400ZAH,Hamza,-1.297321647,36.87486738,,
04011EP,Step 1,-1.265049308,36.91654354,,
0401AAN,Naivas,-1.29457891,36.8770507,,
0401ABL,OiLibya,-1.29789412,36.85533017,,
0401ADI,Dunia,-1.254658431,36.89352483,,
0401AIM,Hurlingam/QMP,-1.25333882,36.96108162,,
0401AIN,Kanisani,-1.257596612,36.87867343,,
0401ALL,Shujaa Mall,-1.281023026,36.90553308,,
0401AMA,Makadara,-1.296349168,36.861974,,
0401AMB,Bamudas,-1.26214183,36.9077003,,
0401AMG,Uchumi Stage,-1.295910716,36.85938191,,
0401ANE,Tena,-1.291773319,36.89144075,,
0401ANK,Rikana,-1.294086903,36.85150534,,
0401ANO,Nacico,-1.287369132,36.83731377,,
0401ARA,Imara Primary,-1.2713027,36.91911578,,
0401ATN,Nabuto,-1.285486221,36.89403176,,
0401BCK,KCB,-1.25973165,36.87875122,,
0401BDG,Bridge,-1.271248,36.880891,,
0401BEC,Bee Centre,-1.28332,36.90282,,
0401BEN,Nasra Estate,-1.280781627,36.90153122,,
0401BFR,Biafra,-1.286501,36.851676,,
0401BKC,KCB,-1.259656549,36.87874585,,
0401BLK,Kobil,-1.320912838,36.89826965,,
0401BMP,Bumps,-1.26989,36.90834,,
0401BPF,Buruburu Phase 5 Favourites,-1.29403,36.87993,,
0401BPH,Buruburu Phase One,-1.272804737,36.87750936,,
0401BPR,Neighbours Buruburu Phase 1,-1.275363564,36.87737525,,
0401BPS,Bahati Primary School Kag Bahati,-1.288887262,36.86239243,,
0401BRG,Buru Buru Girls,-1.286376715,36.87401175,,
0401BSA,Busia Road,-1.310731173,36.84787095,,
0401BSR,Kayole Hospital/Biason Road,-1.270240545,36.91982388,,
